"spkid","full_name","name","diameter","first_obs"
20005057,"  5057 Weeks (1987 DC6)",Weeks,16.372,1959-02-08
20005058,"  5058 Tarrega (1987 OM)",Tarrega,5.822,1950-10-13
20005059,"  5059 Saroma (1988 AF)",Saroma,9.510,1986-09-29
20005060,"  5060 Yoneta (1988 BO5)",Yoneta,8.402,1957-11-26
20005061,"  5061 McIntosh (1988 DJ)",McIntosh,10.251,1953-11-30
20005062,"  5062 Glennmiller (1989 CZ)",Glennmiller,4.217,1981-12-20
20005064,"  5064 Tanchozuru (1990 FS)",Tanchozuru,4.828,1970-05-08
20005065,"  5065 Johnstone (1990 FP1)",Johnstone,13.069,1942-03-11
20005068,"  5068 Cragg (1990 TC)",Cragg,13.751,1953-11-30
20005069,"  5069 Tokeidai (1991 QB)",Tokeidai,6.180,1930-06-26
20005070,"  5070 Arai (1991 XT)",Arai,28.47,1951-10-03
20005071,"  5071 Schoenmaker (3099 T-2)",Schoenmaker,16.331,1973-09-19
20005072,"  5072 Hioki (1931 TS1)",Hioki,7.524,1931-10-09
20005074,"  5074 Goetzoertel (1949 QQ1)",Goetzoertel,13.221,1949-08-24
20005075,"  5075 Goryachev (1969 TN4)",Goryachev,4.839,1969-10-13
20005076,"  5076 Lebedev-Kumach (1973 SG4)",Lebedev-Kumach,4.743,1952-02-01
20005077,"  5077 Favaloro (1974 MG)",Favaloro,4.508,1974-06-17
20005078,"  5078 Solovjev-Sedoj (1974 SW)",Solovjev-Sedoj,7.937,1974-09-19
20005079,"  5079 Brubeck (1975 DB)",Brubeck,16.50,1975-02-16
20005080,"  5080 Oja (1976 EB)",Oja,7.766,1924-09-29
20005081,"  5081 Sanguin (1976 WC1)",Sanguin,17.464,1968-04-26
20005082,"  5082 Nihonsyoki (1977 DN4)",Nihonsyoki,13.338,1955-04-21
20005083,"  5083 Irinara (1977 EV)",Irinara,8.242,1977-03-13
20005084,"  5084 Gnedin (1977 FN1)",Gnedin,17.822,1951-08-08
20005085,"  5085 Hippocrene (1977 NN)",Hippocrene,4.018,1977-07-14
20005086,"  5086 Demin (1978 RH1)",Demin,4.236,1978-09-05
20005087,"  5087 Emel'yanov (1978 RM2)",Emel'yanov,13.132,1978-09-01
20005088,"  5088 Tancredi (1979 QZ1)",Tancredi,15.939,1979-08-22
20005089,"  5089 Nadherna (1979 SN)",Nadherna,8.905,1977-03-26
20005090,"  5090 Wyeth (1980 CG)",Wyeth,7.282,1934-08-04
20005091,"  5091 Isakovskij (1981 SD4)",Isakovskij,14.319,1951-02-10
20005092,"  5092 Manara (1982 FJ)",Manara,24.573,1950-10-13
20005093,"  5093 Svirelia (1982 TG1)",Svirelia,7.889,1969-10-18
20005095,"  5095 Escalante (1983 NL)",Escalante,6.431,1967-04-11
20005096,"  5096 Luzin (1983 RC5)",Luzin,6.874,1981-02-08
20005097,"  5097 Axford (1983 TW1)",Axford,12.558,1966-09-15
20005098,"  5098 Tomsolomon (1985 CH2)",Tomsolomon,5.624,1979-10-21
20005099,"  5099 Iainbanks (1985 DY1)",Iainbanks,6.180,1954-04-08
20005100,"  5100 Pasachoff (1985 GW)",Pasachoff,11.425,1978-07-07
20005101,"  5101 Akhmerov (1985 UB5)",Akhmerov,11.012,1969-10-07
20005102,"  5102 Benfranklin (1986 RD1)",Benfranklin,16.727,1939-08-08
20005103,"  5103 Divis (1986 RP1)",Divis,11.919,1950-08-14
20005104,"  5104 Skripnichenko (1986 RU5)",Skripnichenko,9.698,1982-09-20
20005105,"  5105 Westerhout (1986 TM1)",Westerhout,10.084,1982-10-23
20005106,"  5106 Mortensen (1987 DJ)",Mortensen,14.481,1985-12-17
20005107,"  5107 Laurenbacall (1987 DS6)",Laurenbacall,17.030,1976-04-01
20005108,"  5108 Lubeck (1987 QG2)",Lubeck,4.617,1952-09-14
20005109,"  5109 Robertmiller (1987 RM1)",Robertmiller,4.716,1987-09-13
20005111,"  5111 Jacliff (1987 SE4)",Jacliff,6.447,1962-12-02
20005112,"  5112 Kusaji (1987 SM13)",Kusaji,3.419,1971-10-11
20005113,"  5113 Kohno (1988 BN)",Kohno,7.364,1988-01-19
20005115,"  5115 Frimout (1988 CD4)",Frimout,13.591,1985-08-23
20005116,"  5116 Korsor (1988 EU)",Korsor,18.573,1970-01-31
20005119,"  5119 Imbrius (1988 RA1)",Imbrius,49.251,1953-11-29
20005120,"  5120 Bitias (1988 TZ1)",Bitias,47.987,1988-09-14
20005121,"  5121 Numazawa (1989 AX1)",Numazawa,7.241,1941-11-16
20005122,"  5122 Mucha (1989 AZ1)",Mucha,9.195,1952-01-30
20005123,"  5123 Cynus (1989 BL)",Cynus,35.387,1979-06-24
20005124,"  5124 Muraoka (1989 CW)",Muraoka,4.071,1982-01-19
20005125,"  5125 Okushiri (1989 CN1)",Okushiri,5.577,1976-12-18
20005126,"  5126 Achaemenides (1989 CH2)",Achaemenides,51.922,1953-01-09
20005128,"  5128 Wakabayashi (1989 FJ)",Wakabayashi,18.325,1952-01-30
20005129,"  5129 Groom (1989 GN)",Groom,7.477,1949-06-20
20005130,"  5130 Ilioneus (1989 SC7)",Ilioneus,60.711,1955-11-11
20005132,"  5132 Maynard (1990 ME)",Maynard,11.325,1973-08-31
20005133,"  5133 Phillipadams (1990 PA)",Phillipadams,22.674,1953-06-14
20005134,"  5134 Ebilson (1990 SM2)",Ebilson,10.750,1947-06-15
20005135,"  5135 Nibutani (1990 UE)",Nibutani,4.816,1969-05-05
20005136,"  5136 Baggaley (1990 UG2)",Baggaley,13.303,1954-12-22
20005137,"  5137 Frevert (1990 VC)",Frevert,6.736,1982-11-14
20005138,"  5138 Gyoda (1990 VD2)",Gyoda,14.784,1951-08-11
20005139,"  5139 Rumoi (1990 VH4)",Rumoi,11.956,1956-10-29
20005140,"  5140 Kida (1990 XH)",Kida,19.382,1950-10-13
20005141,"  5141 Tachibana (1990 YB)",Tachibana,8.709,1950-08-14
20005142,"  5142 Okutama (1990 YD)",Okutama,6.150,1921-10-10
20005143,"  5143 Heracles (1991 VL)",Heracles,4.843,1953-11-30
20005144,"  5144 Achates (1991 XX)",Achates,80.958,1949-05-04
20005145,"  5145 Pholus (1992 AD)",Pholus,190,1977-07-22
20005146,"  5146 Moiwa (1992 BP)",Moiwa,13.230,1953-12-31
20005147,"  5147 Maruyama (1992 BQ)",Maruyama,7.655,1950-05-11
20005148,"  5148 Giordano (5557 P-L)",Giordano,8.112,1960-09-24
20005150,"  5150 Fellini (7571 P-L)",Fellini,5.401,1952-09-20
20005151,"  5151 Weerstra (2160 T-2)",Weerstra,10.834,1962-11-30
20005152,"  5152 Labs (1931 UD)",Labs,6.652,1931-10-18
20005153,"  5153 Gierasch (1940 GO)",Gierasch,27.494,1940-04-09
20005154,"  5154 Leonov (1969 TL1)",Leonov,14.424,1931-10-12
20005155,"  5155 Denisyuk (1972 HR)",Denisyuk,15.350,1962-08-27
20005157,"  5157 Hindemith (1973 UB5)",Hindemith,14.064,1954-04-08
20005158,"  5158 Ogarev (1976 YY)",Ogarev,8.046,1953-10-09
20005159,"  5159 Burbine (1977 RG)",Burbine,6.388,1954-09-04
20005160,"  5160 Camoes (1979 YO)",Camoes,5.984,1979-12-23
20005161,"  5161 Wightman (1980 TX3)",Wightman,8.360,1951-09-04
20005162,"  5162 Piemonte (1982 BW)",Piemonte,16.953,1952-05-03
20005163,"  5163 Vollmayr-Lee (1983 TD2)",Vollmayr-Lee,6.869,1929-11-28
20005165,"  5165 Videnom (1985 CG)",Videnom,4.248,1954-12-21
20005166,"  5166 Olson (1985 FU1)",Olson,11.441,1974-02-14
20005167,"  5167 Joeharms (1985 GU1)",Joeharms,16.918,1951-09-01
20005168,"  5168 Jenner (1986 EJ)",Jenner,5.984,1979-03-09
20005169,"  5169 Duffell (1986 RU2)",Duffell,4.416,1969-10-09
20005170,"  5170 Sissons (1987 EH)",Sissons,10.781,1969-11-15
20005171,"  5171 Augustesen (1987 SQ3)",Augustesen,6.445,1953-09-05
20005172,"  5172 Yoshiyuki (1987 UX1)",Yoshiyuki,3.456,1980-10-15
20005173,"  5173 Stjerneborg (1988 EM1)",Stjerneborg,5.969,1975-03-15
20005174,"  5174 Okugi (1988 HF)",Okugi,5.667,1955-04-16
20005175,"  5175 Ables (1988 VS4)",Ables,4.286,1954-05-23
20005176,"  5176 Yoichi (1989 AU)",Yoichi,16.56,1935-12-26
20005177,"  5177 Hugowolf (1989 AY6)",Hugowolf,8.937,1980-11-01
20005179,"  5179 Takeshima (1989 EO1)",Takeshima,4.308,1966-10-18
20005180,"  5180 Ohno (1989 GF)",Ohno,5.344,1978-05-06
20005181,"  5181 SURF (1989 GO)",SURF,6.250,1981-01-08
20005182,"  5182 Bray (1989 NE)",Bray,9.275,1952-10-21
20005183,"  5183 Robyn (1990 OA1)",Robyn,9.024,1982-10-17
20005184,"  5184 Cavaille-Coll (1990 QY7)",Cavaille-Coll,4.075,1981-10-24
20005185,"  5185 Alerossi (1990 RV2)",Alerossi,13.541,1933-09-21
20005186,"  5186 Donalu (1990 SB4)",Donalu,11.371,1959-03-06
20005187,"  5187 Domon (1990 TK1)",Domon,8.937,1954-07-03
20005188,"  5188 Paine (1990 TZ2)",Paine,6.519,1938-02-24
20005190,"  5190 Fry (1990 UR2)",Fry,15.384,1969-01-15
20005191,"  5191 Paddack (1990 VO3)",Paddack,13.871,1974-11-12
20005192,"  5192 Yabuki (1991 CC)",Yabuki,31.503,1963-03-28
20005193,"  5193 Tanakawataru (1992 ET)",Tanakawataru,21.601,1909-10-05
20005195,"  5195 Kaendler (3289 T-1)",Kaendler,4.339,1955-04-20
20005196,"  5196 Bustelli (3102 T-2)",Bustelli,5.944,1971-03-24
20005197,"  5197 Rottmann (4265 T-2)",Rottmann,11.302,1971-05-13
20005198,"  5198 Fongyunwah (1975 BP1)",Fongyunwah,16.611,1975-01-16
20005199,"  5199 Dortmund (1981 RP2)",Dortmund,8.757,1981-09-07
20005200,"  5200 Pamal (1983 CM)",Pamal,3.946,1951-12-01
20005202,"  5202 Charleseliot (1983 XX)",Charleseliot,9.192,1979-09-19
20005203,"  5203 Pavarotti (1984 SF1)",Pavarotti,5.026,1933-03-24
20005204,"  5204 Herakleitos (1988 CN2)",Herakleitos,13.137,1975-11-02
20005205,"  5205 Servian (1988 CU7)",Servian,4.999,1954-11-23
20005208,"  5208 Royer (1989 CH1)",Royer,8.081,1953-11-11
20005209,"  5209 Oloosson (1989 CW1)",Oloosson,48.197,1955-04-20
20005210,"  5210 Saint-Saens (1989 EL6)",Saint-Saens,8.462,1970-03-03
20005211,"  5211 Stevenson (1989 NX)",Stevenson,5.539,1979-12-20
20005212,"  5212 Celiacruz (1989 SS)",Celiacruz,12.855,1979-11-14
20005213,"  5213 Takahashi (1990 FU)",Takahashi,13.517,1954-04-08
20005215,"  5215 Tsurui (1991 AE)",Tsurui,12.160,1954-12-22
20005216,"  5216 Cannizzo (1941 HA)",Cannizzo,11.327,1941-04-16
20005218,"  5218 Kutsak (1969 TB3)",Kutsak,9.287,1969-10-09
20005219,"  5219 Zemka (1976 GU3)",Zemka,17.192,1954-06-30
20005220,"  5220 Vika (1979 SA8)",Vika,5.138,1954-02-10
20005221,"  5221 Fabribudweis (1980 FB)",Fabribudweis,13.616,1980-02-21
20005222,"  5222 Ioffe (1980 TL13)",Ioffe,17.989,1952-12-11
20005223,"  5223 McSween (1981 EX6)",McSween,12.590,1981-02-09
20005224,"  5224 Abbe (1982 DX3)",Abbe,4.887,1982-02-20
20005225,"  5225 Loral (1983 TS1)",Loral,15.301,1929-10-27
20005226,"  5226 Pollack (1983 WL)",Pollack,5.509,1951-11-08
20005227,"  5227 Bocacara (1986 PE)",Bocacara,5.150,1986-08-04
20005228,"  5228 Maca (1986 VT)",Maca,13.772,1975-11-02
20005229,"  5229 Irurita (1987 DE6)",Irurita,18.270,1930-12-13
20005230,"  5230 Asahina (1988 EF)",Asahina,5.681,1983-10-09
20005231,"  5231 Verne (1988 JV)",Verne,11.243,1988-05-09
20005232,"  5232 Jordaens (1988 PR1)",Jordaens,11.563,1955-10-23
20005233,"  5233 Nastes (1988 RL10)",Nastes,29.035,1982-01-30
20005234,"  5234 Sechenov (1989 VP)",Sechenov,14.125,1980-10-18
20005235,"  5235 Jean-Loup (1990 SA1)",Jean-Loup,6.709,1969-10-09
20005236,"  5236 Yoko (1990 TG3)",Yoko,8.263,1931-01-17
20005237,"  5237 Yoshikawa (1990 UF3)",Yoshikawa,13.8,1931-01-10
20005238,"  5238 Naozane (1990 VE2)",Naozane,5.917,1951-06-27
20005239,"  5239 Reiki (1990 VC4)",Reiki,10.477,1931-01-12
20005240,"  5240 Kwasan (1990 XE)",Kwasan,7.021,1973-03-27
20005241,"  5241 Beeson (1990 YL)",Beeson,16.414,1978-10-04
20005242,"  5242 Kenreimonin (1991 BO)",Kenreimonin,7.507,1979-07-30
20005243,"  5243 Clasien (1246 T-2)",Clasien,13.947,1953-04-15
20005244,"  5244 Amphilochos (1973 SQ1)",Amphilochos,36.689,1955-04-20
20005245,"  5245 Maslyakov (1976 GR2)",Maslyakov,3.952,1954-07-01
20005247,"  5247 Krylov (1982 UP6)",Krylov,7.716,1982-10-20
20005248,"  5248 Scardia (1983 GQ)",Scardia,4.210,1983-04-06
20005249,"  5249 Giza (1983 HJ)",Giza,20.502,1954-02-10
20005250,"  5250 Jas (1984 QF)",Jas,7.104,1982-01-30
20005252,"  5252 Vikrymov (1985 PZ1)",Vikrymov,3.130,1978-10-02
20005253,"  5253 Fredclifford (1985 XB)",Fredclifford,2.449,1978-05-04
20005254,"  5254 Ulysses (1986 VG1)",Ulysses,76.147,1951-11-04
20005255,"  5255 Johnsophie (1988 KF)",Johnsophie,13.732,1954-08-27
20005256,"  5256 Farquhar (1988 NN)",Farquhar,11.990,1955-04-27
20005258,"  5258 Rhoeo (1989 AU1)",Rhoeo,53.275,1989-02-07
20005259,"  5259 Epeigeus (1989 BB1)",Epeigeus,44.741,1955-03-23
20005260,"  5260 Philveron (1989 RH)",Philveron,6.519,1950-06-18
20005261,"  5261 Eureka (1990 MB)",Eureka,1.878,1979-11-21
20005262,"  5262 Brucegoldberg (1990 XB1)",Brucegoldberg,33.25,1941-12-23
20005263,"  5263 Arrius (1991 GY9)",Arrius,25.615,1980-06-06
20005264,"  5264 Telephus (1991 KC)",Telephus,68.472,1965-01-01
20005265,"  5265 Schadow (2570 P-L)",Schadow,10.378,1960-09-24
20005266,"  5266 Rauch (4047 T-2)",Rauch,10.809,1971-04-16
20005267,"  5267 Zegmott (1966 CF)",Zegmott,4.570,1955-03-23
20005268,"  5268 Cernohorsky (1971 US1)",Cernohorsky,8.787,1958-10-10
20005271,"  5271 Kaylamaya (1979 MH7)",Kaylamaya,4.653,1954-11-24
20005272,"  5272 Dickinson (1981 QH2)",Dickinson,3.253,1954-05-23
20005273,"  5273 Peilisheng (1982 DQ6)",Peilisheng,4.486,1982-02-16
20005274,"  5274 Degewij (1985 RS)",Degewij,15.881,1954-07-29
20005276,"  5276 Gulkis (1987 GK)",Gulkis,9.832,1987-02-24
20005277,"  5277 Brisbane (1988 DO)",Brisbane,3.032,1978-07-06
20005278,"  5278 Polly (1988 EJ1)",Polly,4.443,1978-03-05
20005279,"  5279 Arthuradel (1988 LA)",Arthuradel,7.589,1930-08-21
20005280,"  5280 Andrewbecker (1988 PT)",Andrewbecker,11.064,1979-04-25
20005281,"  5281 Lindstrom (1988 SO1)",Lindstrom,16.985,1968-12-22
20005282,"  5282 Yamatotakeru (1988 VT)",Yamatotakeru,5.945,1983-06-14
20005283,"  5283 Pyrrhus (1989 BW)",Pyrrhus,48.356,1951-11-08
20005284,"  5284 Orsilocus (1989 CK2)",Orsilocus,50.159,1953-02-15
20005285,"  5285 Krethon (1989 EO11)",Krethon,49.606,1956-03-15
20005286,"  5286 Haruomukai (1989 VT1)",Haruomukai,9.139,1949-11-21
20005287,"  5287 Heishu (1989 WE)",Heishu,8.250,1971-09-16
20005288,"  5288 Nankichi (1989 XD)",Nankichi,8.688,1930-12-13
20005289,"  5289 Niemela (1990 KG2)",Niemela,9.860,1955-11-16
20005290,"  5290 Langevin (1990 OD4)",Langevin,17.957,1957-03-21
20005291,"  5291 Yuuko (1990 YT)",Yuuko,5.321,1961-01-22
20005292,"  5292 Mackwell (1991 AJ1)",Mackwell,9.435,1972-06-07
20005293,"  5293 Bentengahama (1991 BQ2)",Bentengahama,11.932,1969-01-15
20005294,"  5294 Onnetoh (1991 CB)",Onnetoh,12.655,1951-12-27
20005295,"  5295 Masayo (1991 CE)",Masayo,21.045,1954-06-30
20005296,"  5296 Friedrich (9546 P-L)",Friedrich,19.266,1954-08-04
20005297,"  5297 Schinkel (4170 T-2)",Schinkel,5.127,1973-09-19
20005298,"  5298 Paraskevopoulos (1966 PK)",Paraskevopoulos,9.362,1966-08-07
20005299,"  5299 Bittesini (1969 LB)",Bittesini,17.731,1969-06-08
20005300,"  5300 Sats (1974 SX1)",Sats,3.904,1974-09-19
20005301,"  5301 Novobranets (1974 SD3)",Novobranets,20.970,1955-09-19
20005302,"  5302 Romanoserra (1976 YF5)",Romanoserra,5.237,1951-11-30
20005303,"  5303 Parijskij (1978 TT2)",Parijskij,8.554,1971-03-26
20005304,"  5304 Bazhenov (1978 TA7)",Bazhenov,18.001,1976-05-02
20005305,"  5305 Bernievolz (1978 VS5)",Bernievolz,5.251,1938-02-20
20005306,"  5306 Fangfen (1980 BB)",Fangfen,8.304,1949-11-23
20005308,"  5308 Hutchison (1981 DC2)",Hutchison,5.713,1978-11-28
20005310,"  5310 Papike (1981 EP26)",Papike,2.985,1960-10-17
20005311,"  5311 Rutherford (1981 GD1)",Rutherford,9.349,1981-02-12
20005312,"  5312 Schott (1981 VP2)",Schott,7.760,1953-11-06
20005313,"  5313 Nunes (1982 SC2)",Nunes,5.457,1958-02-18
20005314,"  5314 Wilkickia (1982 SG4)",Wilkickia,11.718,1982-09-20
20005316,"  5316 Filatov (1982 UB7)",Filatov,45.693,1982-10-21
20005317,"  5317 Verolacqua (1983 CE)",Verolacqua,9.435,1970-03-07
20005318,"  5318 Dientzenhofer (1985 HG1)",Dientzenhofer,6.267,1971-05-13
20005319,"  5319 Petrovskaya (1985 RK6)",Petrovskaya,4.911,1951-11-29
20005320,"  5320 Lisbeth (1985 VD)",Lisbeth,16.531,1979-09-20
20005321,"  5321 Jagras (1985 VN)",Jagras,7.098,1931-11-03
20005322,"  5322 Ghaffari (1986 QB1)",Ghaffari,11.052,1955-03-23
20005323,"  5323 Fogh (1986 TL4)",Fogh,5.513,1949-12-22
20005325,"  5325 Silver (1988 JQ)",Silver,9.374,1981-07-26
20005326,"  5326 Vittoriosacco (1988 RT6)",Vittoriosacco,7.371,1971-04-27
20005327,"  5327 Gertwilkens (1989 EX1)",Gertwilkens,12.048,1950-06-04
20005328,"  5328 Nisiyamakoiti (1989 UH1)",Nisiyamakoiti,4.478,1954-04-08
20005329,"  5329 Decaro (1989 YP)",Decaro,10.516,1978-03-06
20005330,"  5330 Senrikyu (1990 BQ1)",Senrikyu,16.541,1990-01-21
20005331,"  5331 Erimomisaki (1990 BT1)",Erimomisaki,9.208,1984-12-23
20005332,"  5332 Davidaguilar (1990 DA)",Davidaguilar,3.6,1973-10-18
20005333,"  5333 Kanaya (1990 UH)",Kanaya,13.587,1954-10-22
20005334,"  5334 Mishima (1991 CF)",Mishima,6.156,1949-11-30
20005336,"  5336 Kley (1991 JE1)",Kley,25.260,1969-06-06
20005337,"  5337 Aoki (1991 LD)",Aoki,30.782,1951-07-30
20005339,"  5339 Desmars (1992 CD)",Desmars,16.356,1954-07-01
20005341,"  5341 Purgathofer (6040 P-L)",Purgathofer,2.929,1954-12-22
20005342,"  5342 Le Poole (3129 T-2)","Le Poole",5.194,1954-11-24
20005343,"  5343 Ryzhov (1977 SG3)",Ryzhov,5.131,1953-10-10
20005344,"  5344 Ryabov (1978 RN)",Ryabov,10.835,1969-09-13
20005345,"  5345 Boynton (1981 EY8)",Boynton,8.824,1978-07-07
20005346,"  5346 Benedetti (1981 QE3)",Benedetti,15.861,1970-08-31
20005347,"  5347 Orestelesca (1985 DX2)",Orestelesca,11.499,1951-09-08
20005348,"  5348 Kennoguchi (1988 BB)",Kennoguchi,15.170,1949-11-19
20005350,"  5350 Epetersen (1989 GL1)",Epetersen,5.943,1933-09-25
20005351,"  5351 Diderot (1989 SG5)",Diderot,3.662,1969-06-11
20005352,"  5352 Fujita (1989 YN)",Fujita,4.204,1948-10-28
20005354,"  5354 Hisayo (1990 BJ2)",Hisayo,15.610,1950-02-08
20005355,"  5355 Akihiro (1991 CA)",Akihiro,5.750,1956-03-17
20005356,"  5356 Neagari (1991 FF1)",Neagari,9.915,1976-09-25
20005357,"  5357 Sekiguchi (1992 EL)",Sekiguchi,13.948,1950-02-11
20005358,"  5358 Meineko (1992 QH)",Meineko,13.749,1951-03-05
20005359,"  5359 Markzakharov (1974 QX1)",Markzakharov,4.360,1942-11-05
20005360,"  5360 Rozhdestvenskij (1975 VD9)",Rozhdestvenskij,28.062,1975-11-08
20005361,"  5361 Goncharov (1976 YC2)",Goncharov,23.522,1975-11-24
20005362,"  5362 Johnyoung (1978 CH)",Johnyoung,21.882,1976-12-18
20005364,"  5364 Christophschafer (1980 RC1)",Christophschafer,12.248,1953-08-15
20005365,"  5365 Fievez (1981 EN1)",Fievez,2.829,1978-04-11
20005366,"  5366 Rhianjones (1981 EY30)",Rhianjones,4.235,1971-03-24
20005367,"  5367 Sollenberger (1982 TT)",Sollenberger,13.239,1961-12-07
20005368,"  5368 Vitagliano (1984 SW5)",Vitagliano,34.807,1980-02-11
20005369,"  5369 Virgiugum (1985 SE1)",Virgiugum,4.496,1934-09-02
20005370,"  5370 Taranis (1986 RA)",Taranis,3.6,1986-08-11
20005371,"  5371 Albertoaccomazzi (1987 VG1)",Albertoaccomazzi,18.235,1976-12-18
20005372,"  5372 Bikki (1987 WS)",Bikki,9.694,1976-09-24
20005374,"  5374 Hokutosei (1989 AM1)",Hokutosei,38.657,1980-08-04
20005376,"  5376 Maruthiakella (1990 DD)",Maruthiakella,8.943,1971-01-20
20005377,"  5377 Komori (1991 FM)",Komori,3.871,1978-03-15
20005378,"  5378 Ellyett (1991 GD)",Ellyett,2.957,1975-04-07
20005379,"  5379 Abehiroshi (1991 HG)",Abehiroshi,6.254,1981-09-03
20005380,"  5380 Sprigg (1991 JT)",Sprigg,6.606,1980-10-14
20005381,"  5381 Sekhmet (1991 JY)",Sekhmet,0.935,1991-05-14
20005382,"  5382 McKay (1991 JR2)",McKay,10.281,1971-10-13
20005383,"  5383 Leavitt (4293 T-2)",Leavitt,7.456,1954-12-21
20005384,"  5384 Changjiangcun (1957 VA)",Changjiangcun,8.242,1953-03-18
20005385,"  5385 Kamenka (1975 TS3)",Kamenka,16.768,1955-03-22
20005386,"  5386 Bajaja (1975 TH6)",Bajaja,6.598,1975-10-01
20005387,"  5387 Casleo (1980 NB)",Casleo,5.488,1955-12-12
20005389,"  5389 Choikaiyau (1981 UB10)",Choikaiyau,4.482,1970-11-23
20005390,"  5390 Huichiming (1981 YO1)",Huichiming,3.446,1981-12-19
20005391,"  5391 Emmons (1985 RE2)",Emmons,5.578,1950-04-17
20005392,"  5392 Parker (1986 AK)",Parker,7.053,1986-01-12
20005394,"  5394 Jurgens (1986 EZ1)",Jurgens,4.902,1951-08-11
20005397,"  5397 Vojislava (1988 VB5)",Vojislava,11.455,1964-11-29
20005398,"  5398 Jennifergannon (1989 AK1)",Jennifergannon,10.471,1971-08-30
20005399,"  5399 Awa (1989 BT)",Awa,17.410,1978-10-08
20005400,"  5400 Anniewalker (1989 CM)",Anniewalker,10.623,1954-08-27
20005401,"  5401 Minamioda (1989 EV)",Minamioda,9.560,1952-05-24
20005402,"  5402 Kejosmith (1989 UK2)",Kejosmith,4.191,1986-09-30
20005403,"  5403 Takachiho (1990 DM)",Takachiho,15.291,1974-02-14
20005404,"  5404 Uemura (1991 EE1)",Uemura,5.664,1979-11-14
20005406,"  5406 Jonjoseph (1991 PH11)",Jonjoseph,16.857,1949-11-30
20005408,"  5408 The (1232 T-1)",The,4.233,1954-03-06
20005409,"  5409 Saale (1962 SR)",Saale,6.765,1949-11-19
20005410,"  5410 Spivakov (1967 DA)",Spivakov,9.606,1967-02-08
20005411,"  5411 Liia (1973 AT3)",Liia,19.288,1960-09-28
20005412,"  5412 Rou (1973 SR3)",Rou,4.883,1931-10-06
20005413,"  5413 Smyslov (1977 EC2)",Smyslov,17.572,1971-01-28
20005414,"  5414 Sokolov (1977 RW6)",Sokolov,7.643,1975-03-15
20005415,"  5415 Lyanzuridi (1978 TB2)",Lyanzuridi,4.576,1954-10-22
20005416,"  5416 Estremadoyro (1978 VE5)",Estremadoyro,19.006,1970-01-04
20005418,"  5418 Joyce (1981 QG1)",Joyce,14.441,1976-09-25
20005419,"  5419 Benua (1981 SW7)",Benua,13.907,1976-12-16
20005420,"  5420 Jancis (1982 JR1)",Jancis,12.35,1982-05-15
20005421,"  5421 Ulanova (1982 TD2)",Ulanova,4.249,1982-10-14
20005422,"  5422 Hodgkin (1982 YL1)",Hodgkin,16.336,1951-11-30
